match_id,puuid,unit_character_id,items,rarity,tier,placement
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Urgot,[],1,1,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Ziggs,"['TFT_Item_ArchangelsStaff', 'TFT_Item_NegatronCloak']",1,2,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Gangplank,"['TFT_Item_UnstableConcoction', 'TFT_Item_RedBuff', 'TFT_Item_SparringGloves']",2,2,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,tft13_elise,[],4,1,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Corki,['TFT_Item_MadredsBloodrazor'],4,1,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Mordekaiser,"['TFT13_Item_ScrapEmblemItem', 'TFT_Item_StatikkShiv', 'TFT_Item_NegatronCloak']",6,1,8
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Lux,[],0,1,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_NunuWillump,[],2,1,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Heimerdinger,"['TFT_Item_SpearOfShojin', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_JeweledGauntlet']",4,2,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,tft13_elise,[],4,2,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Garen,"['TFT_Item_BrambleVest', 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate']",4,1,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Illaoi,[],4,2,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Jayce,"['TFT_Item_SpearOfShojin', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_LastWhisper']",6,1,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Rumble,[],6,2,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_JayceSummon,[],9,1,6
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Lux,[],0,2,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Irelia,['TFT_Item_NegatronCloak'],0,1,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Leona,[],1,2,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Ezreal,"['TFT_Item_RunaansHurricane', 'TFT_Item_RunaansHurricane', 'TFT_Item_GuinsoosRageblade']",2,2,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Beardy,"['TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor']",2,2,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Heimerdinger,[],4,1,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Illaoi,"['TFT_Item_FrozenHeart', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_FrozenHeart']",4,2,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Corki,"['TFT_Item_LastWhisper', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_PowerGauntlet']",4,2,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Jayce,"['TFT_Item_SpearOfShojin', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_PowerGauntlet']",6,1,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_JayceSummon,[],9,1,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Beardy,[],2,2,4
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Vladimir,[],1,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Tristana,[],1,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,tft13_swain,"['TFT_Item_JeweledGauntlet', 'TFT_Item_PowerGauntlet', 'TFT_Item_AdaptiveHelm']",2,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Nami,[],2,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,tft13_elise,['TFT_Item_Crownguard'],4,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Ambessa,['TFT_Item_UnstableConcoction'],4,1,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Garen,"['TFT_Item_GargoyleStoneplate', 'TFT_Item_DragonsClaw']",4,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Zoe,"['TFT_Item_BlueBuff', 'TFT_Item_StatikkShiv', 'TFT_Item_RapidFireCannon']",4,2,7
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Fish,[],0,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Shooter,[],0,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Camille,[],1,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Beardy,['TFT_Item_IonicSpark'],2,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_TwistedFate,"['TFT_Item_ArchangelsStaff', 'TFT_Item_AdaptiveHelm', 'TFT_Item_HextechGunblade']",2,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Ambessa,[],4,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Vi,"['TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve', 'TFT_Item_RedBuff']",4,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Caitlyn,"['TFT_Item_UnstableConcoction', 'TFT_Item_PowerGauntlet', 'TFT_Item_InfinityEdge']",6,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Warwick,['TFT_Item_Deathblade'],8,1,1
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Vladimir,"['TFT_Item_HextechGunblade', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_ArchangelsStaff']",1,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Tristana,[],1,2,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Prime,"['TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster', 'TFT_Item_SteraksGage']",1,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Nami,[],2,1,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_FlyGuy,"['TFT_Item_ThiefsGloves', 'TFT_Item_GuardianAngel', 'TFT_Item_TitansResolve']",2,2,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Ambessa,[],4,1,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Garen,"['TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'TFT_Item_BrambleVest']",4,2,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Malzahar,"['TFT_Item_MadredsBloodrazor', 'TFT7_Item_ShimmerscaleGamblersBlade']",6,1,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Viktor,[],8,1,2
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Irelia,[],0,3,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Nocturne,"['TFT_Item_InfinityEdge', 'TFT_Item_LastWhisper', 'TFT_Item_Artifact_RapidFirecannon']",1,3,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Rell,[],1,2,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Akali,['TFT13_Item_TitanEmblemItem'],1,2,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Beardy,[],2,2,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_TwistedFate,"['TFT_Item_GuinsoosRageblade', 'TFT_Item_AdaptiveHelm', 'TFT_Item_PowerGauntlet']",2,3,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Ambessa,"['TFT_Item_TitansResolve', 'TFT4_Item_OrnnObsidianCleaver']",4,1,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Illaoi,"['TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_AdaptiveHelm']",4,2,3
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Shooter,[],0,2,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Urgot,[],1,1,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Zeri,[],1,2,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_KogMaw,[],2,2,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_DrMundo,"['TFT_Item_WarmogsArmor', 'TFT_Item_BrambleVest', 'TFT_Item_SpectralGauntlet']",4,2,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Twitch,"['TFT_Item_RunaansHurricane', 'TFT_Item_SpearOfShojin']",4,1,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Vi,[],4,2,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Mordekaiser,"['TFT13_Item_SniperEmblemItem', 'TFT_Item_UnstableConcoction', 'TFT_Item_JeweledGauntlet']",6,1,8
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Amumu,"['TFT_Item_FrozenHeart', 'TFT_Item_DragonsClaw', 'TFT_Item_RedBuff']",0,3,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Prime,[],1,2,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Zeri,['TFT_Item_GuinsoosRageblade'],1,2,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_KogMaw,"['TFT_Item_HextechGunblade', 'TFT_Item_GuinsoosRageblade', 'TFT13_Item_HoverboardEmblemItem']",2,2,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_FlyGuy,[],2,2,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Garen,[],4,1,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Ekko,"['TFT13_Item_SniperEmblemItem', 'TFT_Item_RabadonsDeathcap', 'TFT_Item_UnstableConcoction']",4,2,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Caitlyn,['TFT_Item_BlueBuff'],6,1,5
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Zyra,[],0,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Tristana,[],1,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Urgot,"['TFT_Item_TitansResolve', 'TFT_Item_Quicksilver', 'TFT_Item_UnstableConcoction']",1,3,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Ezreal,[],2,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_NunuWillump,[],2,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Gangplank,[],2,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,tft13_elise,"['TFT_Item_FrozenHeart', 'TFT13_Item_ExperimentEmblemItem']",4,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_DrMundo,"['TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Bloodthirster']",4,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Corki,"['TFT_Item_RapidFireCannon', 'TFT_Item_LastWhisper', 'TFT_Item_Deathblade']",4,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_LeBlanc,[],6,1,1
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Lux,['TFT_Item_SparringGloves'],0,2,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Zyra,[],0,1,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Vladimir,[],1,2,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,tft13_swain,"['TFT_Item_FrozenHeart', 'TFT_Item_Redemption', 'TFT_Item_NightHarvester']",2,3,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Nami,"['TFT_Item_AdaptiveHelm', 'TFT_Item_SpearOfShojin', 'TFT_Item_PowerGauntlet']",2,2,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,tft13_elise,['TFT13_Item_SorcererEmblemItem'],4,1,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Zoe,[],4,1,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Mordekaiser,['TFT13_Item_SorcererEmblemItem'],6,1,6
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Blue,['TFT_Item_NeedlesslyLargeRod'],0,2,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Urgot,[],1,1,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Gangplank,['TFT_Item_NegatronCloak'],2,2,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Ambessa,[],4,1,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Ekko,"['TFT_Item_TearOfTheGoddess', 'TFT_Item_StatikkShiv', 'TFT_Item_ArchangelsStaff']",4,2,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Illaoi,[],4,1,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Corki,"['TFT_Item_InfinityEdge', 'TFT4_Item_OrnnTheCollector', 'TFT_Item_RecurveBow']",4,2,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Rumble,"['TFT_Item_SpectralGauntlet', 'TFT_Item_GiantsBelt', 'TFT_Item_Bloodthirster']",6,2,4
